type	time	latitude	longitude	altitude (ft)	speed (mph)	distance_interval (ft)	name	desc
T	2022-07-15 00:40:35	33.975614007	-118.446404184	2.1	1.5	1.08		
T	2022-07-15 00:40:36	33.975621421	-118.446408648	3.2	1.4	3.02		
T	2022-07-15 00:40:37	33.975624192	-118.446410381	2.9	1.4	1.08		
T	2022-07-15 00:40:38	33.975641145	-118.446416610	1.6	2.6	6.47		
T	2022-07-15 00:40:39	33.975654007	-118.446410318	10.4	3.7	5.06		
T	2022-07-15 00:40:40	33.975664080	-118.446411782	12.1	2.9	3.71		
T	2022-07-15 00:40:41	33.975670825	-118.446420938	15.2	2.4	3.72		
T	2022-07-15 00:40:42	33.975674615	-118.446426504	15.4	2.0	2.20		
T	2022-07-15 00:40:43	33.975679056	-118.446427541	12.8	1.2	1.62		
T	2022-07-15 00:40:44	33.975690363	-118.446430394	8.9	2.0	4.20		
T	2022-07-15 00:40:45	33.975716963	-118.446448833	11.8	5.2	11.20		
T	2022-07-15 00:40:46	33.975721044	-118.446452286	17.4	4.4	1.82		
T	2022-07-15 00:40:47	33.975722996	-118.446459031	15.4	1.3	2.16		
T	2022-07-15 00:40:48	33.975728822	-118.446457190	14.9	1.1	2.20		
T	2022-07-15 00:40:49	33.975731531	-118.446467682	12.7	1.4	3.33		
T	2022-07-15 00:40:50	33.975732322	-118.446468134	9.9	1.2	0.00		
T	2022-07-15 00:40:51	33.975741383	-118.446478784	8.6	1.7	4.60		
T	2022-07-15 00:40:52	33.975750881	-118.446484868	11.5	2.9	3.92		
T	2022-07-15 00:40:53	33.975758663	-118.446487455	10.3	2.3	2.94		
T	2022-07-15 00:40:54	33.975764102	-118.446490283	0.7	1.7	2.16		
T	2022-07-15 00:40:55	33.975770983	-118.446497249	-0.3	1.8	3.27		
T	2022-07-15 00:40:56	33.975777884	-118.446510031	-0.9	2.7	4.62		
T	2022-07-15 00:40:57	33.975780488	-118.446520717	-0.2	2.7	3.35		
T	2022-07-15 00:40:58	33.975782802	-118.446523454	-4.5	1.5	1.25		
T	2022-07-15 00:40:59	33.975791535	-118.446531866	-1.1	1.8	4.08		
T	2022-07-15 00:41:00	33.975790071	-118.446540411	0.1	2.0	2.62		
T	2022-07-15 00:41:01	33.975788835	-118.446549273	6.8	1.8	2.72		
T	2022-07-15 00:41:02	33.975788877	-118.446557523	7.9	1.8	2.49		
T	2022-07-15 00:41:03	33.975793766	-118.446567595	7.9	2.0	3.52		
T	2022-07-15 00:41:04	33.975795400	-118.446570047	7.1	1.5	0.98		
T	2022-07-15 00:41:05	33.975798415	-118.446579160	6.7	1.3	2.95		
T	2022-07-15 00:41:06	33.975799240	-118.446583920	7.6	1.5	1.46		
T	2022-07-15 00:41:07	33.975799922	-118.446592650	6.7	1.4	2.66		
T	2022-07-15 00:41:08	33.975800159	-118.446599561	6.4	1.6	2.11		
T	2022-07-15 00:41:09	33.975801080	-118.446608960	10.1	1.7	2.85		
T	2022-07-15 00:41:10	33.975800984	-118.446615761	9.7	1.7	2.07		
T	2022-07-15 00:41:11	33.975802577	-118.446620494	9.1	1.2	1.53		
T	2022-07-15 00:41:12	33.975801611	-118.446629650	7.9	1.4	2.79		
T	2022-07-15 00:41:13	33.975797229	-118.446635655	8.3	1.7	2.43		
T	2022-07-15 00:41:14	33.975795154	-118.446637590	8.0	1.1	0.93		
T	2022-07-15 00:41:15	33.975795671	-118.446635804	7.9	0.2	0.54		
T	2022-07-15 00:41:16	33.975781256	-118.446659108	9.1	2.8	8.80		
T	2022-07-15 00:41:17	33.975775405	-118.446661440	8.9	3.7	2.25		
T	2022-07-15 00:41:18	33.975776462	-118.446663202	12.7	0.7	0.70		
T	2022-07-15 00:41:19	33.975778629	-118.446671363	11.7	1.1	2.57		
T	2022-07-15 00:41:20	33.975776899	-118.446679333	9.6	1.7	2.49		
T	2022-07-15 00:41:21	33.975776580	-118.446693037	7.1	2.2	4.16		
T	2022-07-15 00:41:22	33.975778174	-118.446696538	5.7	1.8	1.21		
T	2022-07-15 00:41:23	33.975776769	-118.446714522	6.7	2.2	5.47		
T	2022-07-15 00:41:24	33.975776805	-118.446718724	7.0	2.3	1.32		
T	2022-07-15 00:41:25	33.975776832	-118.446736621	8.4	2.3	5.43		
T	2022-07-15 00:41:26	33.975782056	-118.446733737	10.0	1.7	2.11		
T	2022-07-15 00:41:27	33.975786021	-118.446744281	9.9	1.4	3.50		
T	2022-07-15 00:41:28	33.975788152	-118.446751895	10.0	2.0	2.41		
T	2022-07-15 00:41:29	33.975787168	-118.446751959	10.0	0.8	0.31		
T	2022-07-15 00:41:30	33.975795079	-118.446767907	10.4	1.9	5.61		
T	2022-07-15 00:41:31	33.975803535	-118.446776967	12.8	3.3	4.13		
T	2022-07-15 00:41:32	33.975812878	-118.446783726	10.4	2.7	3.96		
T	2022-07-15 00:41:33	33.975822267	-118.446792160	11.1	2.8	4.27		
T	2022-07-15 00:41:34	33.975826154	-118.446803713	9.2	2.6	3.79		
T	2022-07-15 00:41:35	33.975829906	-118.446811142	10.8	2.2	2.62		
T	2022-07-15 00:41:36	33.975840337	-118.446813081	8.5	2.0	3.85		
T	2022-07-15 00:41:37	33.975846977	-118.446817854	8.6	2.2	2.82		
T	2022-07-15 00:41:38	33.975858077	-118.446829481	6.1	2.8	5.36		
T	2022-07-15 00:41:39	33.975858644	-118.446830502	5.3	1.9	0.00		
T	2022-07-15 00:41:40	33.975865630	-118.446842158	5.0	1.6	4.34		
T	2022-07-15 00:41:41	33.975871531	-118.446843410	5.1	2.1	2.18		
T	2022-07-15 00:41:42	33.975885774	-118.446853907	5.8	2.8	6.09		
T	2022-07-15 00:41:43	33.975890895	-118.446858161	3.5	2.8	2.27		
T	2022-07-15 00:41:44	33.975898956	-118.446869998	0.6	2.3	4.64		
T	2022-07-15 00:41:45	33.975904496	-118.446874112	3.5	2.4	2.39		
T	2022-07-15 00:41:46.001	33.975919136	-118.446886332	1.5	3.0	6.50		
T	2022-07-15 00:41:47.001	33.975920658	-118.446890399	3.5	2.6	1.32		
T	2022-07-15 00:41:48.001	33.975929356	-118.446907891	6.5	2.6	6.17		
T	2022-07-15 00:41:49.001	33.975933404	-118.446918505	6.7	3.3	3.52		
T	2022-07-15 00:41:50.001	33.975938744	-118.446926993	4.6	2.3	3.24		
T	2022-07-15 00:41:51	33.975948720	-118.446940152	4.3	2.9	5.39		
T	2022-07-15 00:41:52	33.975955876	-118.446948996	4.9	3.1	3.74		
T	2022-07-15 00:41:53	33.975967635	-118.446961129	8.6	3.2	5.64		
T	2022-07-15 00:41:54	33.975973770	-118.446969786	8.6	3.1	3.43		
T	2022-07-15 00:41:55	33.975983682	-118.446982151	7.9	2.9	5.21		
T	2022-07-15 00:41:56	33.975976192	-118.446990632	9.9	2.2	3.74		
T	2022-07-15 00:41:57	33.976000230	-118.447020145	6.9	4.4	12.51		
T	2022-07-15 00:41:58	33.975998750	-118.447029976	5.5	4.9	3.02		
T	2022-07-15 00:41:58.999	33.976005595	-118.447041693	9.5	2.3	4.35		
T	2022-07-15 00:42:00	33.976004670	-118.447038954	8.7	1.2	0.98		
T	2022-07-15 00:42:00.999	33.976014710	-118.447052019	8.9	1.6	5.38		
T	2022-07-15 00:42:02	33.976021522	-118.447061385	8.0	3.1	3.78		
T	2022-07-15 00:42:03	33.976033760	-118.447067563	6.5	2.9	4.85		
T	2022-07-15 00:42:04	33.976040562	-118.447078055	7.3	2.9	4.04		
T	2022-07-15 00:42:05	33.976046909	-118.447081449	7.7	2.2	2.53		
T	2022-07-15 00:42:06	33.976056463	-118.447093380	6.6	2.5	5.03		
T	2022-07-15 00:42:07	33.976058988	-118.447098101	5.4	2.3	1.71		
T	2022-07-15 00:42:08	33.976068385	-118.447108550	8.6	2.2	4.66		
T	2022-07-15 00:42:09	33.976074082	-118.447112884	7.8	2.4	2.45		
T	2022-07-15 00:42:10	33.976082690	-118.447120011	7.9	2.1	3.80		
T	2022-07-15 00:42:11	33.976091389	-118.447128423	10.0	2.7	4.06		
T	2022-07-15 00:42:12	33.976097736	-118.447131667	9.6	2.2	2.53		
T	2022-07-15 00:42:13	33.976112747	-118.447142965	9.8	3.1	6.45		
T	2022-07-15 00:42:14	33.976118785	-118.447135811	9.8	2.7	3.07		
T	2022-07-15 00:42:15	33.976121444	-118.447149659	9.6	1.3	4.29		
T	2022-07-15 00:42:16	33.976123565	-118.447158123	8.3	2.4	2.66		
T	2022-07-15 00:42:17	33.976135190	-118.447174438	7.9	3.1	6.52		
T	2022-07-15 00:42:18	33.976138242	-118.447178229	8.2	2.8	1.59		
T	2022-07-15 00:42:19	33.976143052	-118.447188649	7.8	1.8	3.61		
T	2022-07-15 00:42:20	33.976144690	-118.447208986	3.8	3.3	6.18		
T	2022-07-15 00:42:21	33.976150745	-118.447219931	3.1	3.4	3.98		
T	2022-07-15 00:42:22	33.976154835	-118.447227260	4.6	2.3	2.68		
T	2022-07-15 00:42:23	33.976156172	-118.447236724	2.3	1.9	2.91		
T	2022-07-15 00:42:24	33.976156458	-118.447245274	4.4	1.9	2.57		
T	2022-07-15 00:42:25	33.976159913	-118.447268538	4.7	3.3	7.14		
T	2022-07-15 00:42:26	33.976162113	-118.447272947	5.8	2.9	1.59		
T	2022-07-15 00:42:27	33.976164781	-118.447284694	5.4	1.8	3.69		
T	2022-07-15 00:42:28	33.976166111	-118.447287833	7.1	1.6	1.08		
T	2022-07-15 00:42:29	33.976169338	-118.447294071	6.4	1.1	2.25		
T	2022-07-15 00:42:30	33.976170142	-118.447305250	6.7	1.9	3.41		
T	2022-07-15 00:42:31	33.976170000	-118.447315408	3.6	2.2	3.08		
T	2022-07-15 00:42:32	33.976171762	-118.447323017	2.5	1.8	2.41		
T	2022-07-15 00:42:33	33.976179900	-118.447338603	6.0	2.7	5.57		
T	2022-07-15 00:42:34	33.976179756	-118.447349302	3.1	2.9	3.24		
T	2022-07-15 00:42:35	33.976181192	-118.447359808	4.4	2.2	3.21		
T	2022-07-15 00:42:36	33.976185567	-118.447370827	4.7	2.3	3.69		
T	2022-07-15 00:42:37	33.976187431	-118.447379800	1.3	2.2	2.79		
T	2022-07-15 00:42:38	33.976192181	-118.447395339	-0.6	2.7	5.02		
T	2022-07-15 00:42:39	33.976185281	-118.447404413	4.8	2.6	3.71		
T	2022-07-15 00:42:40	33.976186205	-118.447423792	12.9	3.0	5.86		
T	2022-07-15 00:42:41	33.976203122	-118.447431081	12.6	3.5	6.55		
T	2022-07-15 00:42:42	33.976209673	-118.447436517	13.1	3.2	2.91		
T	2022-07-15 00:42:43	33.976220170	-118.447435707	12.3	2.2	3.84		
T	2022-07-15 00:42:44	33.976224230	-118.447438708	11.9	1.8	1.73		
T	2022-07-15 00:42:45	33.976228053	-118.447454445	10.5	2.2	4.96		
T	2022-07-15 00:42:46	33.976233138	-118.447467136	9.6	3.1	4.27		
T	2022-07-15 00:42:47	33.976233819	-118.447474811	9.7	2.2	2.37		
T	2022-07-15 00:42:48	33.976239977	-118.447488579	9.1	2.4	4.74		
T	2022-07-15 00:42:49	33.976237945	-118.447477826	7.6	0.6	3.33		
T	2022-07-15 00:42:50	33.976244548	-118.447492809	8.9	0.7	5.14		
T	2022-07-15 00:42:51	33.976243746	-118.447504810	9.0	2.9	3.63		
T	2022-07-15 00:42:52	33.976246161	-118.447515790	8.7	2.4	3.44		
T	2022-07-15 00:42:53	33.976246631	-118.447530625	7.1	2.7	4.51		
T	2022-07-15 00:42:54	33.976246533	-118.447539949	7.5	2.5	2.82		
T	2022-07-15 00:42:55	33.976246569	-118.447553535	6.3	2.4	4.11		
T	2022-07-15 00:42:56	33.976246375	-118.447562635	9.1	2.3	2.75		
T	2022-07-15 00:42:57	33.976249274	-118.447567869	5.4	1.5	1.92		
T	2022-07-15 00:42:58	33.976252505	-118.447579276	0.1	1.9	3.63		
T	2022-07-15 00:42:59	33.976256542	-118.447588196	1.8	2.3	3.05		
T	2022-07-15 00:43:00	33.976260558	-118.447599629	2.3	2.3	3.74		
T	2022-07-15 00:43:01	33.976264817	-118.447604447	3.7	2.0	2.14		
T	2022-07-15 00:43:02	33.976270221	-118.447610646	3.6	1.7	2.72		
T	2022-07-15 00:43:03	33.976275636	-118.447620327	4.5	2.1	3.55		
T	2022-07-15 00:43:04	33.976281843	-118.447632384	4.6	2.7	4.28		
T	2022-07-15 00:43:05	33.976284501	-118.447641260	7.2	2.4	2.85		
T	2022-07-15 00:43:06	33.976288101	-118.447654043	5.2	2.4	4.07		
T	2022-07-15 00:43:07	33.976292973	-118.447662519	5.8	2.4	3.11		
T	2022-07-15 00:43:08	33.976296385	-118.447674429	5.9	2.3	3.81		
T	2022-07-15 00:43:09	33.976300930	-118.447692946	6.9	3.3	5.84		
T	2022-07-15 00:43:10	33.976302228	-118.447702171	7.1	3.0	2.85		
T	2022-07-15 00:43:11	33.976305014	-118.447718221	7.7	2.7	4.98		
T	2022-07-15 00:43:12	33.976307658	-118.447734151	7.4	3.4	4.91		
T	2022-07-15 00:43:13	33.976311311	-118.447747853	5.9	3.2	4.36		
T	2022-07-15 00:43:14	33.976315364	-118.447760532	5.8	2.9	4.11		
T	2022-07-15 00:43:15	33.976319431	-118.447772535	6.1	2.7	3.92		
T	2022-07-15 00:43:16	33.976322309	-118.447786175	6.5	2.8	4.25		
T	2022-07-15 00:43:17	33.976324353	-118.447802446	7.1	3.1	4.98		
T	2022-07-15 00:43:18	33.976324896	-118.447820887	6.9	3.6	5.59		
T	2022-07-15 00:43:19	33.976326020	-118.447834057	7.2	3.3	4.01		
T	2022-07-15 00:43:20	33.976325793	-118.447841345	3.7	2.1	2.20		
T	2022-07-15 00:43:21	33.976328312	-118.447857431	4.7	2.4	4.95		
T	2022-07-15 00:43:22	33.976331089	-118.447871591	5.1	3.2	4.40		
T	2022-07-15 00:43:23	33.976330494	-118.447880186	5.4	2.4	2.61		
T	2022-07-15 00:43:24	33.976332332	-118.447888531	5.4	1.8	2.61		
T	2022-07-15 00:43:25	33.976331976	-118.447894435	3.6	1.5	1.76		
T	2022-07-15 00:43:26	33.976330991	-118.447907576	3.8	2.0	4.00		
T	2022-07-15 00:43:27	33.976331531	-118.447920999	3.5	2.7	4.08		
T	2022-07-15 00:43:28	33.976330514	-118.447932157	4.5	2.5	3.41		
T	2022-07-15 00:43:29	33.976330861	-118.447944838	4.3	2.5	3.85		
T	2022-07-15 00:43:30	33.976335428	-118.447954053	4.5	2.3	3.27		
T	2022-07-15 00:43:31	33.976339063	-118.447957697	3.6	1.7	1.71		
T	2022-07-15 00:43:32	33.976344712	-118.447974012	3.2	2.4	5.36		
T	2022-07-15 00:43:33	33.976346451	-118.447973166	6.7	1.8	0.62		
T	2022-07-15 00:43:34	33.976349724	-118.447995005	4.1	2.3	6.71		
T	2022-07-15 00:43:35	33.976356464	-118.448012163	5.3	4.2	5.73		
T	2022-07-15 00:43:36	33.976356165	-118.448019366	7.3	2.6	2.20		
T	2022-07-15 00:43:37	33.976362998	-118.448035240	7.2	2.5	5.41		
T	2022-07-15 00:43:38	33.976363112	-118.448038713	7.9	2.2	1.08		
T	2022-07-15 00:43:39	33.976367978	-118.448050341	7.0	1.7	3.94		
T	2022-07-15 00:43:40	33.976372316	-118.448061359	6.2	2.6	3.69		
T	2022-07-15 00:43:41	33.976374516	-118.448065019	5.5	1.7	1.36		
T	2022-07-15 00:43:42	33.976382350	-118.448078784	3.1	2.2	5.04		
T	2022-07-15 00:43:43	33.976385094	-118.448096092	7.0	3.5	5.34		
T	2022-07-15 00:43:44	33.976388625	-118.448099658	5.6	2.3	1.62		
T	2022-07-15 00:43:45	33.976391788	-118.448109673	5.7	1.6	3.24		
T	2022-07-15 00:43:46	33.976393475	-118.448118261	6.2	2.0	2.64		
T	2022-07-15 00:43:47	33.976395960	-118.448125746	-0.5	1.7	2.45		
T	2022-07-15 00:43:48	33.976396754	-118.448136173	2.9	1.9	3.18		
T	2022-07-15 00:43:49	33.976397339	-118.448146225	3.4	2.1	3.05		
T	2022-07-15 00:43:50.001	33.976400233	-118.448154578	4.7	1.9	2.75		
T	2022-07-15 00:43:51.001	33.976405041	-118.448167071	6.5	2.4	4.18		
T	2022-07-15 00:43:52.001	33.976407762	-118.448177335	7.9	2.5	3.27		
T	2022-07-15 00:43:53.001	33.976409942	-118.448187256	6.7	2.2	3.08		
T	2022-07-15 00:43:54.001	33.976415152	-118.448205114	9.1	3.0	5.72		
T	2022-07-15 00:43:55.001	33.976417290	-118.448215287	8.3	3.0	3.18		
T	2022-07-15 00:43:56.001	33.976420243	-118.448221571	4.9	1.8	2.20		
T	2022-07-15 00:43:57	33.976423677	-118.448228479	4.2	1.6	2.45		
T	2022-07-15 00:43:58	33.976427934	-118.448240918	5.6	2.2	4.08		
T	2022-07-15 00:43:59	33.976433066	-118.448250512	6.3	2.6	3.44		
T	2022-07-15 00:44:00	33.976434947	-118.448251192	6.3	1.4	0.70		
T	2022-07-15 00:44:00.999	33.976442344	-118.448266114	5.2	2.0	5.25		
T	2022-07-15 00:44:01.999	33.976442423	-118.448273004	6.0	2.4	2.07		
T	2022-07-15 00:44:02.999	33.976442858	-118.448279807	4.1	1.4	2.07		
T	2022-07-15 00:44:03.999	33.976446182	-118.448288334	4.3	1.6	2.85		
T	2022-07-15 00:44:04.999	33.976446186	-118.448297872	9.3	1.9	2.85		
T	2022-07-15 00:44:05.999	33.976445922	-118.448306114	9.7	1.8	2.49		
T	2022-07-15 00:44:06.999	33.976448506	-118.448309268	8.6	1.2	1.32		
T	2022-07-15 00:44:07.999	33.976448886	-118.448320272	6.9	1.5	3.34		
T	2022-07-15 00:44:08.999	33.976449657	-118.448326481	7.1	1.8	1.92		
T	2022-07-15 00:44:09.999	33.976451629	-118.448335058	5.4	1.6	2.70		
T	2022-07-15 00:44:11	33.976456213	-118.448346222	7.2	2.2	3.76		
T	2022-07-15 00:44:12	33.976456888	-118.448359788	9.8	2.6	4.11		
T	2022-07-15 00:44:12.999	33.976460277	-118.448370708	9.1	2.6	3.52		
T	2022-07-15 00:44:13.999	33.976464952	-118.448381049	8.7	2.4	3.58		
T	2022-07-15 00:44:14.999	33.976466894	-118.448390783	8.8	2.2	3.05		
T	2022-07-15 00:44:15.999	33.976469404	-118.448402455	7.9	2.3	3.63		
T	2022-07-15 00:44:17	33.976472252	-118.448416387	7.4	2.7	4.34		
T	2022-07-15 00:44:18	33.976475569	-118.448426838	7.1	2.6	3.37		
T	2022-07-15 00:44:19	33.976477157	-118.448436297	6.8	2.1	2.91		
T	2022-07-15 00:44:20	33.976478898	-118.448442185	6.7	1.6	1.82		
T	2022-07-15 00:44:21	33.976481082	-118.448452991	6.5	1.8	3.35		
T	2022-07-15 00:44:22	33.976482296	-118.448463643	8.2	2.3	3.27		
T	2022-07-15 00:44:23	33.976482866	-118.448472273	8.7	2.0	2.64		
T	2022-07-15 00:44:24	33.976486664	-118.448476858	8.3	1.5	1.97		
T	2022-07-15 00:44:25	33.976486144	-118.448481470	5.7	1.0	1.46		
T	2022-07-15 00:44:26	33.976486672	-118.448490000	3.0	1.4	2.57		
T	2022-07-15 00:44:27	33.976489838	-118.448497715	3.0	1.7	2.61		
T	2022-07-15 00:44:28	33.976491063	-118.448499284	4.8	1.1	0.70		
T	2022-07-15 00:44:29	33.976494553	-118.448505214	6.3	1.0	2.20		
T	2022-07-15 00:44:30	33.976499463	-118.448513584	4.4	1.8	3.10		
T	2022-07-15 00:44:31	33.976494311	-118.448503794	-0.1	0.2	3.50		
T	2022-07-15 00:44:32	33.976492465	-118.448507704	9.1	1.1	1.36		
T	2022-07-15 00:44:33	33.976491174	-118.448500568	-0.3	0.5	2.20		
T	2022-07-15 00:44:34	33.976492397	-118.448514450	4.9	0.7	4.22		
T	2022-07-15 00:44:35	33.976495374	-118.448518942	1.8	2.0	1.71		
T	2022-07-15 00:44:36	33.976500989	-118.448523080	3.5	1.4	2.39		
T	2022-07-15 00:44:37	33.976503970	-118.448524223	3.0	1.2	1.08		
T	2022-07-15 00:44:38	33.976493043	-118.448521339	16.1	1.0	4.07		
T	2022-07-15 00:44:39	33.976492571	-118.448520401	16.5	1.5	0.44		
T	2022-07-15 00:44:40	33.976492543	-118.448523868	13.8	0.3	0.98		
T	2022-07-15 00:44:41	33.976494632	-118.448523476	11.8	0.4	0.76		
T	2022-07-15 00:44:42	33.976492212	-118.448524440	8.9	0.1	0.93		
T	2022-07-15 00:44:43	33.976492893	-118.448525096	7.5	0.3	0.00		
T	2022-07-15 00:44:44	33.976495216	-118.448524649	7.2	0.4	0.76		
T	2022-07-15 00:44:45	33.976491020	-118.448525911	6.8	0.3	1.59		
T	2022-07-15 00:44:46	33.976491739	-118.448520987	7.3	0.6	1.53		
T	2022-07-15 00:44:47	33.976492360	-118.448520113	6.9	0.6	0.00		
T	2022-07-15 00:44:48	33.976492360	-118.448520113	6.9	0.2	0.00		
T	2022-07-15 00:44:49	33.976488546	-118.448517309	6.9	0.5	1.59		
T	2022-07-15 00:44:50	33.976487599	-118.448516940	6.9	0.7	0.44		
T	2022-07-15 00:44:51	33.976486812	-118.448516082	6.9	0.2	0.44		
T	2022-07-15 00:44:52	33.976486522	-118.448513620	7.0	0.4	0.76		
T	2022-07-15 00:44:53	33.976492375	-118.448512128	1.5	0.8	2.20		
T	2022-07-15 00:44:54	33.976490043	-118.448515426	4.3	0.5	1.28		
T	2022-07-15 00:44:55	33.976490840	-118.448515580	5.2	0.4	0.44		
T	2022-07-15 00:44:56	33.976491951	-118.448514765	5.8	0.2	0.44		
T	2022-07-15 00:44:57	33.976494128	-118.448511231	7.5	0.6	1.28		
T	2022-07-15 00:44:58	33.976494128	-118.448511231	7.5	0.5	0.00		
T	2022-07-15 00:44:59	33.976496333	-118.448510290	7.4	0.3	0.82		
T	2022-07-15 00:45:00	33.976498702	-118.448507752	7.4	0.7	1.17		
T	2022-07-15 00:45:01	33.976497538	-118.448505472	9.1	0.5	0.88		
T	2022-07-15 00:45:02	33.976498316	-118.448505610	7.3	0.2	0.00		
T	2022-07-15 00:45:03	33.976499325	-118.448503016	8.3	0.3	0.88		
T	2022-07-15 00:45:04	33.976499644	-118.448506054	8.0	0.2	0.88		
T	2022-07-15 00:45:05	33.976498269	-118.448505543	7.4	0.3	0.31		
T	2022-07-15 00:45:06	33.976498786	-118.448503860	7.5	0.3	0.44		
T	2022-07-15 00:45:07	33.976498527	-118.448502836	6.8	0.3	0.00		
T	2022-07-15 00:45:08	33.976501036	-118.448504245	7.5	0.3	0.98		
T	2022-07-15 00:45:09	33.976500963	-118.448504637	7.6	0.4	0.00		
T	2022-07-15 00:45:10	33.976496369	-118.448510852	7.1	0.9	2.53		
T	2022-07-15 00:45:11	33.976501150	-118.448511711	5.6	0.7	1.76		
T	2022-07-15 00:45:12	33.976501741	-118.448516364	5.5	0.9	1.39		
T	2022-07-15 00:45:13	33.976501039	-118.448521790	5.0	1.0	1.65		
T	2022-07-15 00:45:14	33.976499825	-118.448529894	5.7	1.4	2.51		
T	2022-07-15 00:45:15	33.976501283	-118.448535744	8.0	1.4	1.87		
T	2022-07-15 00:45:16	33.976498988	-118.448544559	7.9	1.5	2.79		
T	2022-07-15 00:45:17	33.976493811	-118.448552894	7.8	2.0	3.15		
T	2022-07-15 00:45:18	33.976493176	-118.448561791	7.2	1.9	2.72		
T	2022-07-15 00:45:19	33.976492547	-118.448572203	10.1	2.0	3.18		
T	2022-07-15 00:45:20	33.976489507	-118.448580699	9.1	2.0	2.80		
T	2022-07-15 00:45:21	33.976488153	-118.448590683	7.6	2.0	3.05		
T	2022-07-15 00:45:22	33.976485214	-118.448597541	6.8	1.8	2.33		
T	2022-07-15 00:45:23	33.976482395	-118.448610217	8.5	2.1	3.99		
T	2022-07-15 00:45:24	33.976478514	-118.448621316	2.0	2.6	3.63		
T	2022-07-15 00:45:25	33.976477675	-118.448619641	1.2	1.1	0.54		
T	2022-07-15 00:45:26	33.976477078	-118.448625431	-11.1	0.4	1.76		
T	2022-07-15 00:45:27	33.976481096	-118.448645211	-5.7	2.7	6.16		
T	2022-07-15 00:45:28	33.976477172	-118.448647312	-6.1	2.3	1.59		
T	2022-07-15 00:45:29	33.976483886	-118.448650172	-7.9	0.6	2.61		
T	2022-07-15 00:45:30	33.976483957	-118.448659413	-5.0	1.5	2.75		
T	2022-07-15 00:45:31	33.976489178	-118.448664502	-3.7	1.6	2.45		
T	2022-07-15 00:45:32	33.976497749	-118.448672720	-6.4	2.2	3.99		
T	2022-07-15 00:45:33	33.976503895	-118.448675518	-4.7	2.2	2.37		
T	2022-07-15 00:45:34	33.976503766	-118.448675662	-4.6	0.8	0.00		
T	2022-07-15 00:45:35	33.976507181	-118.448686174	-8.2	1.2	3.41		
T	2022-07-15 00:45:36	33.976515571	-118.448692779	-3.7	2.3	3.65		
T	2022-07-15 00:45:37	33.976520420	-118.448692477	-0.3	1.8	1.73		
T	2022-07-15 00:45:38	33.976531392	-118.448700989	1.4	2.1	4.76		
T	2022-07-15 00:45:39	33.976535893	-118.448702511	1.8	2.2	1.71		
T	2022-07-15 00:45:40	33.976546261	-118.448710424	4.6	2.1	4.48		
T	2022-07-15 00:45:41	33.976550011	-118.448710549	5.9	1.9	1.39		
T	2022-07-15 00:45:42	33.976565563	-118.448719004	7.3	2.6	6.22		
T	2022-07-15 00:45:43	33.976579595	-118.448722900	8.6	3.9	5.25		
T	2022-07-15 00:45:44	33.976591923	-118.448728099	8.9	3.4	4.74		
T	2022-07-15 00:45:45	33.976600195	-118.448731912	5.5	2.7	3.22		
T	2022-07-15 00:45:46	33.976604067	-118.448741313	1.2	2.0	3.18		
T	2022-07-15 00:45:47	33.976613815	-118.448742815	1.4	2.0	3.58		
T	2022-07-15 00:45:48	33.976628652	-118.448749448	9.6	3.2	5.77		
T	2022-07-15 00:45:49	33.976635954	-118.448759414	5.1	3.2	4.01		
T	2022-07-15 00:45:50	33.976649722	-118.448765582	4.5	3.1	5.36		
T	2022-07-15 00:45:51	33.976658613	-118.448773174	2.1	3.2	3.96		
T	2022-07-15 00:45:52	33.976671921	-118.448779965	9.9	3.1	5.27		
T	2022-07-15 00:45:53	33.976682956	-118.448787264	8.9	3.4	4.58		
T	2022-07-15 00:45:54	33.976693544	-118.448793764	9.3	3.0	4.34		
T	2022-07-15 00:45:55	33.976703228	-118.448800648	8.0	2.9	4.08		
T	2022-07-15 00:45:56	33.976713074	-118.448807685	8.0	2.8	4.18		
T	2022-07-15 00:45:57	33.976721361	-118.448810101	7.3	2.5	3.10		
T	2022-07-15 00:45:58.001	33.976730988	-118.448814503	6.4	2.3	3.75		
T	2022-07-15 00:45:59.001	33.976737591	-118.448814992	3.9	2.1	2.41		
T	2022-07-15 00:46:00.001	33.976752350	-118.448815190	8.1	2.7	5.39		
T	2022-07-15 00:46:01.001	33.976762174	-118.448816594	8.5	3.1	3.61		
T	2022-07-15 00:46:02.001	33.976774501	-118.448819842	8.2	2.8	4.60		
T	2022-07-15 00:46:03	33.976780117	-118.448823999	5.8	2.4	2.41		
T	2022-07-15 00:46:04	33.976791529	-118.448825968	5.3	2.2	4.20		
T	2022-07-15 00:46:05	33.976800437	-118.448828098	5.5	2.6	3.33		
T	2022-07-15 00:46:06	33.976810946	-118.448830615	4.7	2.5	3.90		
T	2022-07-15 00:46:07	33.976823257	-118.448833399	4.8	2.9	4.58		
T	2022-07-15 00:46:08	33.976834017	-118.448835441	5.2	2.9	3.99		
T	2022-07-15 00:46:09	33.976843112	-118.448839137	5.0	2.5	3.48		
T	2022-07-15 00:46:10	33.976854211	-118.448841880	4.9	2.6	4.13		
T	2022-07-15 00:46:11	33.976861439	-118.448846450	4.4	2.4	2.99		
T	2022-07-15 00:46:12	33.976868067	-118.448849375	3.8	1.9	2.57		
