type	time	latitude	longitude	altitude (ft)	speed (mph)	distance_interval (ft)	name	desc
T	2022-07-15 00:34:58	33.974252890	-118.446718190	5.5	0.8	2.41		
T	2022-07-15 00:34:59	33.974251084	-118.446722749	3.1	0.8	1.53		
T	2022-07-15 00:35:00	33.974256598	-118.446724008	8.7	0.8	2.04		
T	2022-07-15 00:35:01	33.974257110	-118.446725878	9.6	0.8	0.62		
T	2022-07-15 00:35:02	33.974255888	-118.446725799	8.8	0.2	0.62		
T	2022-07-15 00:35:03	33.974255888	-118.446725799	8.8	0.2	0.31		
T	2022-07-15 00:35:04	33.974260520	-118.446729315	6.6	0.7	1.97		
T	2022-07-15 00:35:05	33.974260432	-118.446729493	6.1	0.7	0.00		
T	2022-07-15 00:35:06	33.974260432	-118.446729493	6.1	0.0	0.31		
T	2022-07-15 00:35:07	33.974263506	-118.446729484	7.2	0.4	1.08		
T	2022-07-15 00:35:08	33.974263506	-118.446729484	7.2	0.4	0.00		
T	2022-07-15 00:35:09	33.974262533	-118.446719534	-2.8	1.0	3.04		
T	2022-07-15 00:35:10	33.974264761	-118.446713432	-3.9	1.7	2.02		
T	2022-07-15 00:35:11	33.974264660	-118.446714151	-3.1	0.6	0.00		
T	2022-07-15 00:35:12	33.974268509	-118.446714430	0.8	0.5	1.39		
T	2022-07-15 00:35:13	33.974268585	-118.446723705	1.9	1.1	2.79		
T	2022-07-15 00:35:14	33.974291902	-118.446734611	5.7	3.6	9.12		
T	2022-07-15 00:35:15	33.974303472	-118.446735558	0.5	4.5	4.22		
T	2022-07-15 00:35:16	33.974307542	-118.446735042	0.9	1.9	1.49		
T	2022-07-15 00:35:17	33.974314782	-118.446746321	-2.5	1.8	4.29		
T	2022-07-15 00:35:18	33.974325754	-118.446764832	-1.1	3.8	6.89		
T	2022-07-15 00:35:19	33.974334075	-118.446763885	0.6	3.0	3.04		
T	2022-07-15 00:35:20	33.974353378	-118.446770486	5.4	3.5	7.33		
T	2022-07-15 00:35:21	33.974365430	-118.446773879	5.7	4.0	4.52		
T	2022-07-15 00:35:22	33.974380050	-118.446777688	7.8	3.4	5.47		
T	2022-07-15 00:35:23	33.974390262	-118.446787976	8.8	3.4	4.85		
T	2022-07-15 00:35:24	33.974406357	-118.446788638	9.8	3.5	5.88		
T	2022-07-15 00:35:25	33.974419014	-118.446798768	5.4	3.7	5.54		
T	2022-07-15 00:35:26	33.974429599	-118.446802512	5.7	3.2	4.01		
T	2022-07-15 00:35:27	33.974445654	-118.446799651	5.9	3.3	5.92		
T	2022-07-15 00:35:28	33.974460165	-118.446797647	7.7	3.8	5.34		
T	2022-07-15 00:35:29	33.974481377	-118.446798965	13.0	4.4	7.74		
T	2022-07-15 00:35:30	33.974483821	-118.446789819	2.9	3.1	2.92		
T	2022-07-15 00:35:31	33.974499755	-118.446787351	3.5	2.6	5.85		
T	2022-07-15 00:35:32	33.974520076	-118.446789185	6.4	4.5	7.44		
T	2022-07-15 00:35:33	33.974536256	-118.446790379	11.2	4.6	5.93		
T	2022-07-15 00:35:34	33.974550193	-118.446795446	12.3	3.8	5.30		
T	2022-07-15 00:35:35	33.974561182	-118.446797805	13.3	3.2	4.07		
T	2022-07-15 00:35:36	33.974572900	-118.446802811	11.5	2.9	4.54		
T	2022-07-15 00:35:37	33.974576603	-118.446803582	2.4	2.0	1.39		
T	2022-07-15 00:35:38	33.974576470	-118.446804458	-2.2	0.5	0.00		
T	2022-07-15 00:35:38.999	33.974587083	-118.446802060	-3.1	1.3	3.94		
T	2022-07-15 00:35:39.999	33.974604053	-118.446815571	-5.1	3.6	7.42		
T	2022-07-15 00:35:40.999	33.974607114	-118.446818842	-3.8	3.0	1.49		
T	2022-07-15 00:35:41.999	33.974609823	-118.446828356	1.3	1.5	3.02		
T	2022-07-15 00:35:42.999	33.974620441	-118.446832077	1.9	2.1	4.04		
T	2022-07-15 00:35:43.999	33.974625462	-118.446833981	2.2	2.0	1.92		
T	2022-07-15 00:35:44.999	33.974635896	-118.446840931	5.0	2.1	4.36		
T	2022-07-15 00:35:45.999	33.974647028	-118.446846800	6.3	3.0	4.44		
T	2022-07-15 00:35:46.999	33.974655889	-118.446855136	6.6	2.9	4.08		
T	2022-07-15 00:35:47.999	33.974668282	-118.446862923	10.6	3.1	5.08		
T	2022-07-15 00:35:48.999	33.974668852	-118.446863208	9.8	1.8	0.00		
T	2022-07-15 00:35:49.999	33.974677886	-118.446867640	7.8	1.3	3.55		
T	2022-07-15 00:35:50.999	33.974680229	-118.446868549	7.2	1.5	0.88		
T	2022-07-15 00:35:51.999	33.974688909	-118.446870954	6.4	1.4	3.27		
T	2022-07-15 00:35:52.999	33.974693094	-118.446874113	6.1	1.7	1.76		
T	2022-07-15 00:35:53.999	33.974704346	-118.446876512	6.9	2.0	4.18		
T	2022-07-15 00:35:54.999	33.974706625	-118.446877717	3.5	1.7	0.88		
T	2022-07-15 00:35:55.999	33.974712396	-118.446884062	3.2	1.3	2.82		
T	2022-07-15 00:35:57	33.974719693	-118.446888837	3.7	2.0	3.02		
T	2022-07-15 00:35:58	33.974725868	-118.446891831	3.8	1.9	2.41		
T	2022-07-15 00:35:59	33.974731602	-118.446896634	7.2	1.7	2.55		
T	2022-07-15 00:36:00	33.974734948	-118.446899778	8.4	1.4	1.53		
T	2022-07-15 00:36:01	33.974738875	-118.446899814	8.3	1.0	1.39		
T	2022-07-15 00:36:02	33.974749081	-118.446905380	7.4	1.8	4.08		
T	2022-07-15 00:36:03	33.974760006	-118.446907432	6.5	2.7	4.04		
T	2022-07-15 00:36:04	33.974763712	-118.446911105	-0.2	1.9	1.76		
T	2022-07-15 00:36:05	33.974773199	-118.446914414	-2.7	1.8	3.59		
T	2022-07-15 00:36:06	33.974791481	-118.446910470	-2.2	3.5	6.77		
T	2022-07-15 00:36:07	33.974798612	-118.446913870	0.0	3.2	2.79		
T	2022-07-15 00:36:08	33.974815189	-118.446912983	0.6	3.0	6.06		
T	2022-07-15 00:36:09	33.974829398	-118.446910209	2.1	3.8	5.26		
T	2022-07-15 00:36:10	33.974845526	-118.446913045	3.0	3.8	5.95		
T	2022-07-15 00:36:11	33.974861051	-118.446922405	3.6	4.1	6.34		
T	2022-07-15 00:36:12	33.974882244	-118.446924082	11.4	4.7	7.76		
T	2022-07-15 00:36:13	33.974888291	-118.446928123	11.4	3.4	2.53		
T	2022-07-15 00:36:14	33.974893939	-118.446932192	5.4	1.7	2.37		
T	2022-07-15 00:36:15	33.974901772	-118.446934054	4.6	1.8	2.91		
T	2022-07-15 00:36:16	33.974911575	-118.446938296	1.1	2.3	3.79		
T	2022-07-15 00:36:17	33.974926120	-118.446936503	1.4	3.0	5.34		
T	2022-07-15 00:36:18	33.974939205	-118.446935670	2.7	3.4	4.78		
T	2022-07-15 00:36:19	33.974953699	-118.446932745	3.7	3.5	5.36		
T	2022-07-15 00:36:20	33.974971021	-118.446932593	2.6	4.0	6.33		
T	2022-07-15 00:36:21	33.974986997	-118.446928369	3.9	4.2	5.97		
T	2022-07-15 00:36:22	33.974991469	-118.446923922	1.5	2.7	2.11		
T	2022-07-15 00:36:23	33.975008934	-118.446924656	5.8	2.8	6.37		
T	2022-07-15 00:36:24	33.975006066	-118.446912181	1.5	2.2	3.92		
T	2022-07-15 00:36:25	33.975022391	-118.446905044	5.4	2.6	6.32		
T	2022-07-15 00:36:26	33.975020913	-118.446902071	7.9	2.1	1.08		
T	2022-07-15 00:36:27	33.975031332	-118.446896658	5.4	1.4	4.16		
T	2022-07-15 00:36:28	33.975045713	-118.446887122	2.7	3.4	5.99		
T	2022-07-15 00:36:29	33.975054440	-118.446880403	4.7	3.3	3.76		
T	2022-07-15 00:36:30	33.975066027	-118.446870108	5.2	3.1	5.26		
T	2022-07-15 00:36:31	33.975067302	-118.446861441	5.7	2.5	2.68		
T	2022-07-15 00:36:32	33.975077691	-118.446841632	11.6	3.3	7.09		
T	2022-07-15 00:36:33	33.975081101	-118.446830256	11.9	3.6	3.66		
T	2022-07-15 00:36:34	33.975092126	-118.446811701	11.9	3.6	6.91		
T	2022-07-15 00:36:35	33.975097541	-118.446805912	10.6	3.2	2.64		
T	2022-07-15 00:36:36	33.975102775	-118.446792277	10.0	2.4	4.56		
T	2022-07-15 00:36:37	33.975109941	-118.446781408	9.1	3.0	4.20		
T	2022-07-15 00:36:38	33.975110231	-118.446770325	3.6	2.4	3.35		
T	2022-07-15 00:36:39	33.975113633	-118.446756839	3.2	2.6	4.27		
T	2022-07-15 00:36:40	33.975116323	-118.446742591	3.4	3.0	4.43		
T	2022-07-15 00:36:41	33.975118190	-118.446732856	4.1	2.5	3.04		
T	2022-07-15 00:36:42	33.975121311	-118.446716933	5.0	2.7	4.95		
T	2022-07-15 00:36:43	33.975120739	-118.446704406	5.1	3.0	3.79		
T	2022-07-15 00:36:44	33.975123689	-118.446703989	-4.9	1.4	1.08		
T	2022-07-15 00:36:45	33.975129643	-118.446692716	-5.0	1.6	4.03		
T	2022-07-15 00:36:46	33.975132329	-118.446683714	-4.4	2.3	2.89		
T	2022-07-15 00:36:47	33.975133469	-118.446677317	-6.1	1.7	2.02		
T	2022-07-15 00:36:48	33.975147662	-118.446660048	2.1	3.1	7.36		
T	2022-07-15 00:36:49	33.975156825	-118.446651620	4.9	3.9	4.22		
T	2022-07-15 00:36:50	33.975161981	-118.446643441	5.8	2.5	3.11		
T	2022-07-15 00:36:51	33.975172488	-118.446637462	6.2	2.4	4.25		
T	2022-07-15 00:36:52	33.975180965	-118.446622899	4.6	3.2	5.38		
T	2022-07-15 00:36:53	33.975187790	-118.446611721	6.6	3.3	4.19		
T	2022-07-15 00:36:54	33.975190858	-118.446600468	3.4	2.6	3.59		
T	2022-07-15 00:36:55	33.975191420	-118.446597809	6.4	1.5	0.82		
T	2022-07-15 00:36:56	33.975195360	-118.446585942	6.5	1.6	3.87		
T	2022-07-15 00:36:57	33.975197273	-118.446582417	5.6	1.8	1.25		
T	2022-07-15 00:36:58	33.975195706	-118.446573824	6.1	1.3	2.68		
T	2022-07-15 00:36:59	33.975195886	-118.446567290	5.6	1.6	1.97		
T	2022-07-15 00:37:00	33.975195155	-118.446569044	5.7	0.5	0.54		
T	2022-07-15 00:37:01	33.975191317	-118.446556439	7.3	1.3	4.05		
T	2022-07-15 00:37:02	33.975194018	-118.446540244	8.1	3.0	5.00		
T	2022-07-15 00:37:03	33.975199748	-118.446532527	13.1	2.7	3.15		
T	2022-07-15 00:37:04	33.975202559	-118.446522354	13.7	2.1	3.24		
T	2022-07-15 00:37:05	33.975207157	-118.446512155	22.9	2.3	3.52		
T	2022-07-15 00:37:06	33.975206167	-118.446515224	21.2	0.9	0.98		
T	2022-07-15 00:37:07	33.975206167	-118.446515224	21.2	0.3	0.00		
T	2022-07-15 00:37:08	33.975210030	-118.446495815	16.3	2.1	6.03		
T	2022-07-15 00:37:09	33.975210378	-118.446497857	-0.2	1.9	0.62		
T	2022-07-15 00:37:10	33.975218587	-118.446485580	-1.4	1.5	4.77		
T	2022-07-15 00:37:11	33.975214203	-118.446491346	-5.9	0.8	2.37		
T	2022-07-15 00:37:12	33.975223108	-118.446480574	-3.0	0.8	4.61		
T	2022-07-15 00:37:13	33.975227559	-118.446472038	-0.3	2.6	3.05		
T	2022-07-15 00:37:14	33.975239322	-118.446463483	1.1	2.7	5.00		
T	2022-07-15 00:37:15	33.975251341	-118.446458503	3.2	3.3	4.64		
T	2022-07-15 00:37:16	33.975266655	-118.446451164	2.1	3.6	6.02		
T	2022-07-15 00:37:17	33.975281395	-118.446438082	3.3	4.3	6.67		
T	2022-07-15 00:37:18	33.975289143	-118.446432358	-0.2	3.4	3.31		
T	2022-07-15 00:37:19	33.975291677	-118.446422861	-0.8	2.0	3.02		
T	2022-07-15 00:37:20	33.975298476	-118.446418228	4.5	1.9	2.85		
T	2022-07-15 00:37:21	33.975313031	-118.446396777	7.2	3.8	8.37		
T	2022-07-15 00:37:22	33.975323253	-118.446384115	15.0	4.7	5.34		
T	2022-07-15 00:37:23	33.975329335	-118.446379123	15.9	2.7	2.68		
T	2022-07-15 00:37:24	33.975327983	-118.446381010	15.4	0.7	0.70		
T	2022-07-15 00:37:25	33.975317900	-118.446375835	11.4	1.5	3.99		
T	2022-07-15 00:37:26	33.975320804	-118.446370099	9.0	1.4	2.07		
T	2022-07-15 00:37:27	33.975328530	-118.446353285	8.1	2.7	5.80		
T	2022-07-15 00:37:28	33.975336328	-118.446340255	7.9	3.6	4.87		
T	2022-07-15 00:37:29	33.975338491	-118.446342186	5.8	1.7	0.93		
T	2022-07-15 00:37:30	33.975344193	-118.446334475	5.8	1.1	3.11		
T	2022-07-15 00:37:31	33.975351285	-118.446322604	5.7	2.6	4.43		
T	2022-07-15 00:37:32	33.975357867	-118.446314554	6.4	2.7	3.41		
T	2022-07-15 00:37:33	33.975374647	-118.446299094	13.5	3.8	7.71		
T	2022-07-15 00:37:34	33.975380569	-118.446291621	12.2	3.7	3.11		
T	2022-07-15 00:37:35	33.975386282	-118.446281384	11.6	2.3	3.71		
T	2022-07-15 00:37:36	33.975391175	-118.446274091	10.4	2.2	2.82		
T	2022-07-15 00:37:37	33.975398035	-118.446261723	9.8	2.5	4.49		
T	2022-07-15 00:37:38	33.975401088	-118.446253533	9.3	2.5	2.72		
T	2022-07-15 00:37:39	33.975403121	-118.446245189	10.9	1.8	2.64		
T	2022-07-15 00:37:40	33.975408807	-118.446232851	7.8	2.3	4.26		
T	2022-07-15 00:37:41	33.975410231	-118.446221686	6.4	2.6	3.41		
T	2022-07-15 00:37:42	33.975412440	-118.446214845	6.3	1.9	2.22		
T	2022-07-15 00:37:42.999	33.975419323	-118.446197199	7.4	2.8	5.89		
T	2022-07-15 00:37:43.999	33.975413196	-118.446193618	9.2	2.2	2.49		
T	2022-07-15 00:37:44.999	33.975412943	-118.446197239	8.6	0.8	1.08		
T	2022-07-15 00:37:45.999	33.975417443	-118.446169151	9.1	2.6	8.65		
T	2022-07-15 00:37:46.999	33.975421513	-118.446154378	10.4	4.5	4.70		
T	2022-07-15 00:37:47.999	33.975421247	-118.446148666	10.3	2.2	1.73		
T	2022-07-15 00:37:48.999	33.975417490	-118.446137702	7.8	1.8	3.58		
T	2022-07-15 00:37:49.999	33.975414462	-118.446133075	6.9	1.8	1.82		
T	2022-07-15 00:37:50.999	33.975410243	-118.446130068	6.6	1.2	1.76		
T	2022-07-15 00:37:51.999	33.975411292	-118.446126497	6.1	0.8	1.08		
T	2022-07-15 00:37:52.999	33.975402014	-118.446109941	7.1	2.3	6.04		
T	2022-07-15 00:37:53.999	33.975398819	-118.446099918	7.1	3.1	3.25		
T	2022-07-15 00:37:54.999	33.975392171	-118.446090664	6.1	2.3	3.71		
T	2022-07-15 00:37:55.999	33.975380243	-118.446074996	11.4	3.5	6.44		
T	2022-07-15 00:37:56.999	33.975371301	-118.446074271	11.0	3.1	3.24		
T	2022-07-15 00:37:57.999	33.975364836	-118.446069941	9.6	2.0	2.68		
T	2022-07-15 00:37:58.999	33.975355704	-118.446063431	9.2	2.2	3.87		
T	2022-07-15 00:38:00	33.975354325	-118.446071991	1.0	1.3	2.64		
T	2022-07-15 00:38:01	33.975343910	-118.446070571	0.1	1.6	3.80		
T	2022-07-15 00:38:02	33.975332081	-118.446067897	-0.3	2.8	4.38		
T	2022-07-15 00:38:03	33.975330640	-118.446068366	-2.5	1.7	0.54		
T	2022-07-15 00:38:04	33.975330174	-118.446068350	-10.0	0.2	0.00		
T	2022-07-15 00:38:05	33.975322741	-118.446067483	-10.3	1.0	2.72		
T	2022-07-15 00:38:06	33.975306699	-118.446062145	-2.0	3.0	6.07		
T	2022-07-15 00:38:07	33.975302034	-118.446058460	0.9	2.7	2.04		
T	2022-07-15 00:38:08	33.975295274	-118.446053282	2.4	1.7	2.92		
T	2022-07-15 00:38:09	33.975291734	-118.446046921	-1.6	1.8	2.33		
T	2022-07-15 00:38:10	33.975284750	-118.446042499	-0.4	1.7	2.89		
T	2022-07-15 00:38:11	33.975282548	-118.446040243	-6.2	1.3	1.08		
T	2022-07-15 00:38:12	33.975272763	-118.446034868	-6.0	1.7	3.92		
T	2022-07-15 00:38:13	33.975269866	-118.446027884	-5.9	2.0	2.37		
T	2022-07-15 00:38:14	33.975260231	-118.446021073	-4.5	2.1	4.06		
T	2022-07-15 00:38:15	33.975256854	-118.446016418	-0.1	2.0	1.87		
T	2022-07-15 00:38:16	33.975256854	-118.446016418	-0.1	0.6	0.44		
T	2022-07-15 00:38:17	33.975256854	-118.446016418	-0.1	0.2	0.44		
T	2022-07-15 00:38:18	33.975256854	-118.446016418	-0.1	0.2	0.44		
T	2022-07-15 00:38:19	33.975256854	-118.446016418	-0.1	0.2	0.44		
T	2022-07-15 00:38:20	33.975256854	-118.446016418	-0.1	0.2	0.44		
T	2022-07-15 00:38:21	33.975256854	-118.446016418	-0.1	0.2	0.44		
T	2022-07-15 00:38:22	33.975211873	-118.445979747	6.4	6.8	19.81		
T	2022-07-15 00:38:23	33.975211873	-118.445979747	6.4	6.8	0.44		
T	2022-07-15 00:38:24	33.975211873	-118.445979747	6.4	0.2	0.44		
T	2022-07-15 00:38:25	33.975196640	-118.445984722	7.1	2.0	5.76		
T	2022-07-15 00:38:26	33.975188834	-118.445980817	9.6	2.9	3.08		
T	2022-07-15 00:38:27	33.975188834	-118.445980817	9.6	1.1	0.00		
T	2022-07-15 00:38:28	33.975186866	-118.445988423	10.2	0.8	2.39		
T	2022-07-15 00:38:29	33.975186866	-118.445988423	10.2	0.8	0.00		
T	2022-07-15 00:38:30	33.975183357	-118.445986182	8.5	0.5	1.46		
T	2022-07-15 00:38:31	33.975181542	-118.445985776	7.4	0.7	0.62		
T	2022-07-15 00:38:32	33.975183332	-118.445986960	9.8	0.1	0.70		
T	2022-07-15 00:38:33	33.975187399	-118.445987617	6.5	0.7	1.49		
T	2022-07-15 00:38:34	33.975189831	-118.445980345	8.2	1.1	2.35		
T	2022-07-15 00:38:35	33.975187672	-118.445979762	8.4	0.8	0.82		
T	2022-07-15 00:38:36	33.975187672	-118.445979762	8.4	0.3	0.00		
T	2022-07-15 00:38:37	33.975187672	-118.445979762	8.4	0.0	0.00		
T	2022-07-15 00:38:38	33.975187672	-118.445979762	8.4	0.0	0.00		
T	2022-07-15 00:38:39	33.975190760	-118.445989306	3.2	1.1	3.10		
T	2022-07-15 00:38:40	33.975193754	-118.445988909	3.6	1.2	1.17		
T	2022-07-15 00:38:41	33.975193754	-118.445988909	3.6	0.4	0.00		
T	2022-07-15 00:38:42	33.975204650	-118.445983985	-1.0	1.4	4.25		
T	2022-07-15 00:38:43	33.975206440	-118.445984203	1.6	1.7	0.62		
T	2022-07-15 00:38:44	33.975206440	-118.445984203	1.6	0.2	0.00		
T	2022-07-15 00:38:45	33.975206440	-118.445984203	1.6	0.0	0.00		
T	2022-07-15 00:38:46	33.975206440	-118.445984203	1.6	0.0	0.00		
T	2022-07-15 00:38:47	33.975206440	-118.445984203	1.6	0.0	0.00		
T	2022-07-15 00:38:48	33.975206440	-118.445984203	1.6	0.0	0.00		
T	2022-07-15 00:38:49	33.975217548	-118.445984378	-13.3	1.4	4.04		
T	2022-07-15 00:38:50	33.975240558	-118.445988397	0.6	4.3	8.48		
T	2022-07-15 00:38:51	33.975238924	-118.445988423	0.1	2.7	0.62		
T	2022-07-15 00:38:52	33.975238924	-118.445988423	0.1	0.2	0.00		
T	2022-07-15 00:38:53	33.975254588	-118.445996313	9.6	2.1	6.20		
T	2022-07-15 00:38:54	33.975257075	-118.445995896	8.5	2.4	0.98		
T	2022-07-15 00:38:55	33.975260059	-118.445996744	8.0	0.7	1.08		
T	2022-07-15 00:38:56	33.975264742	-118.446004316	8.8	1.3	2.87		
T	2022-07-15 00:38:57	33.975264742	-118.446004316	8.8	1.0	0.00		
T	2022-07-15 00:38:58	33.975278867	-118.446006378	3.1	1.8	5.18		
T	2022-07-15 00:38:59	33.975279323	-118.446006903	2.8	1.8	0.44		
T	2022-07-15 00:39:00	33.975279323	-118.446006903	2.8	0.2	0.00		
T	2022-07-15 00:39:01	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:02	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:03	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:04	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:05	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:06	33.975279323	-118.446006903	2.8	0.0	0.00		
T	2022-07-15 00:39:07	33.975315606	-118.446011270	-2.4	4.5	13.31		
T	2022-07-15 00:39:08	33.975326943	-118.446011132	0.3	5.9	4.16		
T	2022-07-15 00:39:09	33.975327035	-118.446013137	0.6	1.4	0.62		
T	2022-07-15 00:39:10	33.975330853	-118.446018456	2.0	0.9	2.14		
T	2022-07-15 00:39:11	33.975330853	-118.446018456	2.0	0.7	0.00		
T	2022-07-15 00:39:12	33.975330853	-118.446018456	2.0	0.0	0.00		
T	2022-07-15 00:39:13	33.975330853	-118.446018456	2.0	0.0	0.00		
T	2022-07-15 00:39:14	33.975330853	-118.446018456	2.0	0.0	0.00		
T	2022-07-15 00:39:15	33.975330853	-118.446018456	2.0	0.0	0.00		
T	2022-07-15 00:39:16	33.975353498	-118.446026346	13.1	2.9	8.59		
T	2022-07-15 00:39:17	33.975353498	-118.446026346	13.1	2.9	0.00		
T	2022-07-15 00:39:18	33.975353498	-118.446026346	13.1	0.0	0.00		
T	2022-07-15 00:39:19	33.975353498	-118.446026346	13.1	0.0	0.00		
T	2022-07-15 00:39:20	33.975362461	-118.446037589	12.8	1.6	4.72		
T	2022-07-15 00:39:21	33.975366058	-118.446043387	14.6	2.4	2.18		
T	2022-07-15 00:39:22	33.975363700	-118.446036860	10.4	0.2	2.16		
T	2022-07-15 00:39:23	33.975364884	-118.446033143	9.0	1.1	1.25		
T	2022-07-15 00:39:24	33.975366058	-118.446034983	8.4	0.3	0.62		
T	2022-07-15 00:39:25	33.975369045	-118.446033043	8.7	0.5	1.25		
T	2022-07-15 00:39:26	33.975370434	-118.446037339	8.4	0.6	1.39		
T	2022-07-15 00:39:27	33.975378213	-118.446039082	7.6	1.3	2.89		
T	2022-07-15 00:39:28	33.975381659	-118.446039815	7.4	1.4	1.28		
T	2022-07-15 00:39:29	33.975381659	-118.446039815	7.4	0.5	0.00		
T	2022-07-15 00:39:30	33.975380397	-118.446054659	1.6	1.5	4.51		
T	2022-07-15 00:39:31	33.975381528	-118.446055952	3.9	1.7	0.62		
T	2022-07-15 00:39:32	33.975383229	-118.446057270	4.6	0.4	0.76		
T	2022-07-15 00:39:33	33.975387053	-118.446059018	7.8	0.8	1.53		
T	2022-07-15 00:39:34	33.975391438	-118.446061563	4.8	1.1	1.76		
T	2022-07-15 00:39:35	33.975395929	-118.446060007	4.6	1.1	1.71		
T	2022-07-15 00:39:36	33.975395929	-118.446060007	4.6	0.6	0.00		
T	2022-07-15 00:39:37	33.975401209	-118.446067417	5.1	1.0	2.94		
T	2022-07-15 00:39:38	33.975401209	-118.446067417	5.1	1.0	0.00		
T	2022-07-15 00:39:39	33.975415185	-118.446079758	6.6	2.2	6.30		
T	2022-07-15 00:39:40	33.975424634	-118.446080402	7.0	3.2	3.45		
T	2022-07-15 00:39:41	33.975436693	-118.446089929	13.1	2.9	5.26		
T	2022-07-15 00:39:42	33.975450533	-118.446097158	13.5	3.7	5.50		
T	2022-07-15 00:39:43	33.975456790	-118.446103317	12.3	2.9	2.94		
T	2022-07-15 00:39:44	33.975460207	-118.446108122	10.5	1.7	1.89		
T	2022-07-15 00:39:45	33.975463360	-118.446118350	8.5	1.8	3.31		
T	2022-07-15 00:39:46	33.975470797	-118.446130618	7.1	2.7	4.60		
T	2022-07-15 00:39:47	33.975477455	-118.446136703	6.8	2.6	3.05		
T	2022-07-15 00:39:48	33.975484513	-118.446137024	6.0	1.8	2.57		
T	2022-07-15 00:39:48.999	33.975489745	-118.446138879	5.3	1.5	2.02		
T	2022-07-15 00:39:49.999	33.975495632	-118.446138992	6.3	1.4	2.18		
T	2022-07-15 00:39:50.999	33.975504895	-118.446150305	4.2	2.2	4.82		
T	2022-07-15 00:39:51.999	33.975507011	-118.446158095	3.8	2.4	2.47		
T	2022-07-15 00:39:52.999	33.975510609	-118.446163302	4.0	1.5	2.02		
T	2022-07-15 00:39:53.999	33.975516648	-118.446170137	4.9	1.7	3.02		
T	2022-07-15 00:39:54.999	33.975521618	-118.446177090	5.6	2.0	2.75		
T	2022-07-15 00:39:55.999	33.975526285	-118.446185905	5.4	2.0	3.18		
T	2022-07-15 00:39:56.999	33.975532432	-118.446192444	5.2	2.1	2.99		
T	2022-07-15 00:39:57.999	33.975538135	-118.446200685	5.1	2.1	3.24		
T	2022-07-15 00:39:58.999	33.975539813	-118.446203774	5.6	1.5	1.08		
T	2022-07-15 00:40:00	33.975540332	-118.446213754	6.8	1.4	3.02		
T	2022-07-15 00:40:01	33.975544412	-118.446222042	6.4	2.0	2.92		
T	2022-07-15 00:40:02	33.975541969	-118.446229790	5.1	1.7	2.49		
T	2022-07-15 00:40:03	33.975542588	-118.446234431	6.0	1.3	1.39		
T	2022-07-15 00:40:04	33.975543944	-118.446240611	4.2	1.1	1.92		
T	2022-07-15 00:40:05	33.975542576	-118.446244620	2.9	1.1	1.28		
T	2022-07-15 00:40:06	33.975539749	-118.446248597	10.2	1.0	1.59		
T	2022-07-15 00:40:07	33.975540590	-118.446254435	19.2	1.0	1.79		
T	2022-07-15 00:40:08	33.975537242	-118.446261406	18.6	1.4	2.45		
T	2022-07-15 00:40:09	33.975532048	-118.446267267	22.2	1.7	2.59		
T	2022-07-15 00:40:10	33.975528230	-118.446270407	21.6	1.5	1.71		
T	2022-07-15 00:40:11	33.975525517	-118.446275767	17.3	1.2	1.92		
T	2022-07-15 00:40:12	33.975520177	-118.446289760	14.3	2.2	4.66		
T	2022-07-15 00:40:13	33.975517922	-118.446294636	12.2	2.2	1.68		
T	2022-07-15 00:40:14	33.975511489	-118.446303999	13.8	1.8	3.69		
T	2022-07-15 00:40:15	33.975510469	-118.446314164	12.0	2.2	3.08		
T	2022-07-15 00:40:16	33.975507686	-118.446323430	10.4	2.1	2.99		
T	2022-07-15 00:40:17	33.975508031	-118.446334621	9.0	2.1	3.40		
T	2022-07-15 00:40:18	33.975507868	-118.446340572	7.8	1.8	1.79		
T	2022-07-15 00:40:19	33.975508120	-118.446354050	6.6	2.0	4.06		
T	2022-07-15 00:40:20	33.975507277	-118.446363279	9.3	2.3	2.79		
T	2022-07-15 00:40:21	33.975511873	-118.446366913	6.4	1.4	2.02		
T	2022-07-15 00:40:22	33.975514573	-118.446372009	4.7	1.3	1.82		
T	2022-07-15 00:40:23	33.975519710	-118.446381495	7.9	1.8	3.44		
T	2022-07-15 00:40:24	33.975526401	-118.446385853	6.1	2.1	2.79		
T	2022-07-15 00:40:25	33.975534133	-118.446386019	6.2	1.9	2.82		
T	2022-07-15 00:40:26	33.975538917	-118.446383130	5.3	1.6	1.95		
T	2022-07-15 00:40:27	33.975548343	-118.446381270	6.3	1.8	3.47		
T	2022-07-15 00:40:28	33.975553976	-118.446384419	-0.4	1.9	2.29		
T	2022-07-15 00:40:29	33.975557579	-118.446391877	-8.3	1.6	2.61		
T	2022-07-15 00:40:30	33.975571659	-118.446397591	-5.3	2.6	5.41		
T	2022-07-15 00:40:31	33.975584927	-118.446392879	-2.0	3.4	5.02		
T	2022-07-15 00:40:32	33.975592625	-118.446395347	-0.6	2.6	2.91		
T	2022-07-15 00:40:33	33.975603676	-118.446397185	1.1	2.4	4.06		
T	2022-07-15 00:40:34	33.975611955	-118.446401721	5.6	2.5	3.33		
